GameNumber,HomeTeam,AwayTeam,Home_Past3_Form,Home_Past5_Form,Home_Streak,Home_Current_Standing,Home_Past_Standing,Home_Goals_Per_Game,Home_Shots_Per_Game,Home_SOT_Per_Game,Home_Corners_Per_Game,Home_Fouls_Per_Game,Home_Reds_Last2,Home_Yellows_Last2,Away_Past3_Form,Away_Past5_Form,Away_Streak,Away_Current_Standing,Away_Past_Standing,Away_Goals_Per_Game,Away_Shots_Per_Game,Away_SOT_Per_Game,Away_Corners_Per_Game,Away_Fouls_Per_Game,Away_Reds_Last2,Away_Yellows_Last2,Home_H2H_Past3,Home_H2H_Past5,Away_H2H_Past3,Away_H2H_Past5,Home_Goals,Away_Goals,Match_Result
141,Chelsea,Arsenal,3,3,4,7,2,3.0,17.0,9.0,5.0,10.0,0,2,1,3,2,8,3,4.0,23.0,14.0,9.0,11.0,0,2,1,1,-1,-1,2,0,1
142,Blackpool,West Brom,2,2,2,2,21,2.0,9.0,5.5,2.0,12.0,0,4,0,0,0,11,21,1.0,16.0,8.5,8.0,10.0,0,5,0,0,0,0,2,1,1
143,Birmingham,West Ham,-2,-2,-1,16,8,0.0,10.5,3.0,5.0,6.5,0,1,-1,-1,0,13,10,1.0,12.5,6.0,1.5,14.0,0,5,0,0,0,0,2,2,0
144,Blackburn,Wigan,0,1,-1,16,6,0.5,5.5,3.0,4.0,11.5,0,4,0,-1,1,3,14,1.5,20.5,10.5,4.0,14.0,0,5,0,0,0,0,2,1,1
145,Blackpool,Everton,3,3,3,1,21,2.0,13.0,6.33,4.0,13.33,0,3,2,2,1,6,9,2.5,17.0,10.0,6.0,11.0,0,1,0,0,0,0,2,2,0
146,Bolton,Tottenham,0,-2,0,16,16,1.0,8.5,5.5,5.0,10.5,1,4,0,2,1,5,17,1.5,17.5,9.5,7.0,10.5,0,2,-1,-1,1,1,4,2,1
147,Fulham,Aston Villa,0,0,0,6,5,1.5,15.0,5.5,4.5,8.5,0,4,-3,-2,-3,20,11,1.0,13.0,4.0,4.0,19.0,0,3,0,0,0,0,1,1,0
148,Man United,Wolves,1,2,0,15,4,1.5,11.5,6.0,4.5,12.0,0,3,-1,-2,-2,20,13,0.5,3.0,1.0,4.5,14.5,2,8,1,1,-1,-1,2,1,1
149,Sunderland,Stoke,-1,-3,0,13,12,0.5,9.0,5.0,5.5,10.5,1,3,1,1,1,12,7,1.0,18.0,11.0,8.0,8.0,0,2,0,0,0,0,2,0,1
150,Arsenal,Newcastle,1,1,-1,12,3,2.0,18.0,9.5,9.5,11.5,0,3,-2,-2,-2,19,12,0.5,12.0,8.5,3.5,14.0,0,4,0,0,0,0,0,1,-1
151,Liverpool,Chelsea,-1,-2,-1,18,4,0.5,16.5,9.0,4.0,10.0,0,2,3,5,5,2,2,2.5,14.0,7.5,7.5,8.5,0,3,-2,-2,2,2,2,0,1
152,West Brom,Man City,-1,-1,-1,17,21,1.0,14.67,7.33,6.0,11.0,2,6,1,1,1,10,1,1.5,14.5,9.5,9.0,11.5,0,5,0,0,0,0,0,2,-1
153,Tottenham,Sunderland,0,0,-1,9,17,1.67,15.33,8.33,6.67,10.0,0,1,1,-1,1,4,12,1.0,10.67,5.67,5.67,10.33,0,1,0,0,0,0,1,1,0
154,Stoke,Birmingham,-1,0,-1,15,7,0.5,14.5,8.0,8.5,10.5,0,7,-1,-1,0,18,8,0.67,9.67,3.67,4.33,8.33,0,0,0,0,0,0,3,2,1
155,Aston Villa,Blackpool,-2,-2,0,19,11,1.0,14.0,6.0,3.5,11.5,0,3,2,3,0,1,21,2.0,12.5,6.75,3.75,13.5,0,4,0,0,0,0,3,2,1
156,Chelsea,Fulham,1,3,-1,4,2,1.67,13.0,7.33,6.67,11.33,0,3,1,-1,0,7,5,1.33,14.67,7.0,4.0,9.67,0,2,0,0,0,0,1,0,1
157,Everton,Bolton,1,2,0,8,9,2.33,18.0,11.33,6.33,11.33,0,1,0,0,1,11,16,2.0,11.67,6.33,5.67,11.33,0,3,0,0,0,0,1,1,0
158,Man City,Man United,2,1,2,3,1,1.67,12.67,8.0,6.33,13.0,1,7,1,3,1,9,4,1.67,12.33,7.33,4.0,10.0,0,3,0,0,0,0,0,0,0
159,Newcastle,Blackburn,-1,-1,1,15,12,0.67,10.33,6.33,3.0,13.33,0,3,0,2,1,12,6,1.0,7.0,3.0,3.67,13.0,0,3,0,0,0,0,1,2,-1
160,West Ham,West Brom,-1,-2,0,17,10,1.33,13.67,6.67,2.33,14.0,0,4,-2,-2,-2,18,21,0.75,14.25,7.25,6.0,12.0,3,6,0,0,0,0,2,2,0
161,Wigan,Liverpool,0,-1,-1,12,14,1.33,19.0,10.33,4.67,14.33,0,3,0,-1,1,13,4,1.0,14.0,8.33,3.33,11.67,0,2,1,1,-1,-1,1,1,0
162,Wolves,Arsenal,-3,-3,-3,20,13,0.67,4.67,2.67,3.67,13.33,1,2,-1,-1,-2,18,3,1.33,15.67,9.0,10.33,13.0,1,4,-2,-2,2,2,0,2,-1
163,Wigan,Stoke,0,-1,0,10,14,1.25,16.75,9.75,4.75,12.5,0,2,1,1,1,9,7,1.33,16.0,9.33,9.0,9.0,0,5,0,0,0,0,2,2,0
164,Man City,Bolton,2,2,0,3,1,1.25,11.0,7.0,6.75,12.25,1,4,1,1,0,13,16,1.75,11.25,6.0,6.75,11.5,0,4,1,1,-1,-1,1,0,1
165,Chelsea,Everton,1,3,1,3,2,1.5,14.5,8.0,6.0,12.0,1,4,1,2,0,8,9,2.0,19.25,11.5,8.5,10.5,1,1,-1,-1,1,1,1,1,0
166,Arsenal,Fulham,-1,1,1,10,3,1.5,14.75,8.75,8.25,13.25,1,5,-1,-1,-1,12,5,1.0,12.25,6.0,4.0,11.0,0,1,1,1,-1,-1,2,1,1
167,Birmingham,Tottenham,-2,-3,-1,19,8,1.0,10.75,5.25,4.25,8.25,0,0,0,-1,0,11,17,1.5,16.5,9.25,9.25,9.0,0,2,0,0,0,0,1,1,0
168,Blackburn,Wolves,1,2,2,6,6,1.25,7.0,3.5,3.0,13.5,0,4,-3,-3,-4,20,13,0.5,7.0,3.75,4.0,11.75,0,1,1,1,-1,-1,3,0,1
169,Sunderland,West Ham,1,0,0,9,12,1.0,10.0,5.25,5.0,11.5,0,1,0,-1,0,16,10,1.5,12.25,6.25,3.25,13.75,0,4,-1,-1,1,1,1,0,1
170,West Brom,Newcastle,-2,-2,0,17,21,1.0,14.2,7.0,6.2,10.6,1,3,-1,-2,-1,18,12,0.75,10.0,5.5,3.25,14.0,0,4,0,0,0,0,3,1,1
171,Liverpool,Aston Villa,0,0,0,15,4,1.0,12.5,7.0,3.5,11.25,0,2,0,-2,1,16,11,1.67,15.67,8.0,6.0,10.0,0,2,0,0,0,0,3,0,1
172,West Ham,Man City,-1,-2,-1,17,10,1.2,11.4,5.4,3.2,12.6,0,6,2,3,1,1,1,1.2,12.6,7.6,7.0,12.2,1,3,0,0,0,0,1,3,-1
173,Stoke,Blackpool,0,0,0,9,7,1.5,14.75,8.75,7.75,9.25,0,4,0,2,-1,3,21,2.0,12.4,6.6,4.6,12.8,0,5,0,0,0,0,0,1,-1
174,Newcastle,Liverpool,-1,-3,-2,18,12,0.8,10.2,5.8,3.2,13.0,0,8,2,1,1,7,4,1.4,12.4,7.0,3.6,11.4,0,2,0,0,0,0,3,1,1
175,Everton,Wigan,0,1,0,8,9,1.8,18.6,10.6,7.2,10.6,1,4,-1,0,0,10,14,1.4,16.4,9.4,4.8,12.2,0,1,0,0,0,0,0,0,0
176,Aston Villa,West Brom,0,-2,-1,17,11,1.25,13.0,6.5,5.25,10.75,0,3,0,-1,1,11,21,1.33,15.17,7.83,6.33,10.67,0,0,0,0,0,0,2,1,1
177,Fulham,Sunderland,-2,-1,-2,16,5,1.0,12.0,6.2,4.6,9.8,0,0,2,2,1,5,12,1.0,11.4,6.6,5.8,10.4,0,2,1,1,-1,-1,0,0,0
178,Bolton,Blackburn,0,-1,-1,17,16,1.4,10.4,5.2,7.0,12.8,0,5,3,2,3,5,6,1.6,7.6,4.2,4.0,12.6,0,4,0,0,0,0,2,1,1
179,Tottenham,Chelsea,-1,0,0,14,17,1.4,15.2,8.4,9.6,8.6,0,3,0,2,0,4,2,1.4,14.0,7.4,6.2,11.0,1,3,0,0,0,0,1,1,0
180,Wolves,Birmingham,-3,-5,-5,20,13,0.4,7.6,4.4,5.4,11.6,0,3,-1,-2,0,19,8,1.0,11.2,5.2,4.6,9.4,0,1,-1,-1,1,1,1,0,1
181,Sunderland,Blackburn,1,2,0,4,12,0.83,11.33,5.83,5.33,10.33,0,2,1,1,-1,5,6,1.5,9.0,5.33,5.0,12.67,0,3,0,0,0,0,3,0,1
182,Tottenham,Fulham,0,0,0,11,17,1.33,14.33,7.5,8.17,8.67,0,3,-2,-2,0,16,5,0.83,12.33,7.33,4.5,10.5,0,0,0,0,0,0,1,0,1
183,Stoke,Everton,0,0,-1,12,7,1.2,15.0,8.0,8.2,9.8,0,4,0,1,0,8,9,1.5,18.17,10.17,7.5,11.0,0,6,0,0,0,0,2,0,1
184,West Brom,Man United,0,-2,-1,14,21,1.29,14.57,7.29,7.29,11.14,0,2,1,2,0,17,4,1.25,11.0,6.5,4.25,10.5,0,3,0,0,0,0,1,2,-1
185,Liverpool,Bolton,0,0,-1,12,4,1.33,13.0,7.0,3.83,11.67,0,1,0,1,1,11,16,1.5,10.67,5.5,6.33,12.67,1,6,0,0,0,0,2,1,1
186,Birmingham,Arsenal,-2,-3,-1,20,8,0.83,9.83,4.33,4.17,10.33,0,5,1,1,2,10,3,1.6,14.8,8.8,7.2,12.0,0,2,0,0,0,0,0,3,-1
187,West Ham,Wolves,-2,-2,-2,18,10,1.17,11.67,5.0,3.0,12.17,0,4,-1,-3,1,19,13,0.5,8.67,5.17,5.67,11.17,0,4,0,0,0,0,2,0,1
188,Man City,Blackpool,2,4,2,1,1,1.5,12.5,7.5,6.83,12.33,1,6,0,2,1,3,21,1.83,12.0,6.33,4.5,12.5,0,5,0,0,0,0,1,0,1
189,Chelsea,Aston Villa,1,1,0,5,2,1.33,13.83,7.33,6.33,11.33,0,3,1,0,1,14,11,1.4,11.6,5.8,5.4,10.2,0,1,0,0,0,0,3,3,0
190,Wigan,Newcastle,0,0,0,14,14,1.17,14.5,8.5,4.67,13.17,0,5,-1,-1,1,17,12,1.17,9.83,5.67,3.0,14.0,0,7,0,0,0,0,0,1,-1
191,Blackpool,Birmingham,-1,0,-1,3,21,1.57,11.43,6.29,4.43,12.0,0,2,-2,-3,-2,20,8,0.71,8.71,3.86,4.14,9.86,0,7,0,0,0,0,1,2,-1
192,Fulham,West Brom,-2,-3,-1,18,5,0.71,12.29,6.86,4.0,10.29,0,1,-1,-2,-2,17,21,1.25,14.88,7.38,6.88,10.75,0,3,0,0,0,0,3,0,1
193,Man United,Stoke,2,2,1,12,4,1.4,9.8,5.8,4.4,11.0,0,5,0,0,1,9,7,1.33,13.67,7.17,7.0,10.5,0,4,1,1,-1,-1,2,1,1
194,Arsenal,Man City,3,1,3,6,3,1.83,15.33,9.17,6.83,11.5,0,1,3,4,3,1,1,1.43,12.86,7.0,7.29,12.14,0,3,-1,-1,1,1,0,0,0
195,Aston Villa,Sunderland,0,1,0,15,11,1.67,12.33,6.5,5.5,10.33,0,7,2,3,1,2,12,1.14,11.57,6.0,5.0,10.71,0,2,0,0,0,0,0,1,-1
196,Blackburn,Liverpool,-1,1,-2,9,6,1.29,9.29,5.0,4.57,12.14,0,5,1,2,1,7,4,1.43,13.43,7.0,4.29,11.57,0,3,0,0,0,0,3,1,1
197,Bolton,Wigan,-1,0,-1,14,16,1.43,10.57,5.29,6.0,13.14,1,6,-1,-2,-1,16,14,1.0,13.71,7.86,4.43,13.43,0,6,0,0,0,0,1,1,0
198,Everton,Tottenham,-1,-1,-1,15,9,1.29,17.71,10.14,7.14,10.57,0,3,1,0,1,9,17,1.29,14.14,7.71,7.71,9.0,0,4,0,0,0,0,2,1,1
199,Wolves,Chelsea,-1,-3,-1,20,13,0.43,9.57,5.86,6.29,11.57,0,3,0,0,0,6,2,1.57,14.0,7.71,6.71,12.14,0,4,0,0,0,0,1,0,1
200,Newcastle,West Ham,1,1,2,12,12,1.14,10.29,5.57,3.0,14.0,0,4,-1,-1,1,17,10,1.29,11.57,5.14,3.29,11.43,0,1,0,0,0,0,5,0,1
201,Blackpool,Liverpool,-1,-2,-2,3,21,1.5,12.38,7.12,4.25,11.62,0,0,-1,0,-1,10,4,1.38,13.38,7.25,4.62,11.75,0,3,1,1,-1,-1,2,1,1
202,Arsenal,Everton,2,2,0,4,3,1.57,15.0,9.0,6.86,10.71,1,1,0,0,1,9,9,1.38,17.88,10.38,6.75,11.25,0,2,0,0,0,0,2,1,1
203,Man United,Aston Villa,2,3,2,8,4,1.5,11.17,6.0,4.67,10.17,0,3,0,0,-1,16,11,1.43,11.71,5.86,5.43,10.14,1,10,-1,-1,1,1,3,1,1
204,Sunderland,Chelsea,2,3,2,2,12,1.12,11.5,5.88,5.5,10.88,1,4,-1,0,-1,7,2,1.38,14.38,7.75,7.0,12.12,0,3,0,0,0,0,2,4,-1
205,West Brom,Wigan,-3,-2,-3,18,21,1.11,14.56,7.0,6.56,10.56,0,2,-1,-1,0,15,14,1.0,13.25,7.75,4.38,12.75,0,6,0,0,0,0,2,2,0
206,Birmingham,Man City,-1,-2,1,20,8,0.88,9.0,4.25,4.5,9.38,0,4,2,3,0,1,1,1.25,11.88,6.12,6.62,12.12,1,2,-1,-1,1,1,2,2,0
207,Blackburn,Tottenham,-1,1,1,7,6,1.5,9.38,4.88,4.0,12.38,0,3,0,0,-1,11,17,1.25,14.0,7.38,7.12,9.38,0,2,0,0,0,0,0,1,-1
208,Blackpool,West Ham,-1,-1,1,3,21,1.56,12.44,7.33,4.11,11.0,0,1,-1,-2,-1,19,10,1.12,11.75,5.25,3.25,11.25,0,4,0,0,0,0,1,3,-1
209,Fulham,Newcastle,0,-2,1,15,5,1.0,12.25,6.75,4.38,9.88,0,1,3,1,3,9,12,1.62,10.38,5.75,3.12,13.5,0,2,0,0,0,0,1,0,1
210,Liverpool,Stoke,-1,-1,-2,12,4,1.33,13.0,7.11,4.44,11.89,0,4,-1,0,-1,13,7,1.29,12.43,6.29,6.14,10.57,0,4,0,0,0,0,2,0,1
211,Bolton,Wolves,0,-1,0,16,16,1.38,11.0,5.5,6.25,12.62,0,2,1,-1,1,20,13,0.5,8.75,5.38,6.0,12.0,0,1,-1,-1,1,1,1,0,1
212,Stoke,Sunderland,-1,-2,-2,14,7,1.12,11.62,5.62,5.38,10.25,0,4,1,2,-1,2,12,1.22,10.67,5.56,4.89,10.78,1,4,-1,-1,1,1,3,2,1
213,Everton,Blackpool,-1,-1,-1,14,9,1.33,16.33,9.67,6.78,11.56,0,6,-1,-1,-1,3,21,1.5,12.5,7.4,4.7,10.8,0,1,0,0,0,0,5,3,1
214,Man City,West Brom,1,3,0,1,1,1.33,11.89,6.44,6.33,12.11,1,4,-2,-2,0,18,21,1.2,15.2,7.3,6.7,10.8,0,5,1,1,-1,-1,3,0,1
215,Newcastle,Arsenal,1,1,-1,12,12,1.44,9.67,5.44,3.56,14.11,0,3,2,4,1,4,3,1.62,15.5,9.12,6.62,10.88,1,3,1,1,-1,-1,4,4,0
216,Aston Villa,Fulham,-2,-2,-2,17,11,1.38,11.38,5.75,5.38,9.62,1,3,1,0,2,13,5,1.0,12.11,7.0,4.33,10.33,0,0,0,0,0,0,2,2,0
217,Tottenham,Bolton,1,1,1,9,17,1.22,13.11,7.11,6.78,9.56,0,1,0,0,1,14,16,1.33,11.22,5.78,6.44,13.0,0,1,0,0,0,0,2,1,1
218,Wigan,Blackburn,-1,-1,0,15,14,1.11,13.0,7.67,4.44,12.67,0,9,-1,-1,-1,12,6,1.33,10.22,5.33,4.0,12.56,0,3,-1,-1,1,1,4,3,1
219,Wolves,Man United,-1,-1,-1,20,13,0.44,9.0,5.33,5.67,11.56,0,3,3,4,3,7,4,1.71,12.14,6.71,4.71,9.57,0,0,-2,-2,2,2,2,1,1
220,Chelsea,Liverpool,0,0,1,6,2,1.67,15.11,8.44,6.89,11.89,0,3,-1,-1,1,9,4,1.4,13.0,7.3,4.7,11.3,0,4,1,1,-1,-1,0,1,-1
221,West Ham,Birmingham,1,-1,1,16,10,1.33,11.78,5.78,3.67,11.33,0,5,0,-1,0,20,8,1.0,9.56,4.56,4.67,9.33,0,1,0,0,0,0,0,1,-1
222,West Brom,West Ham,-2,-4,-1,20,21,1.09,15.36,7.45,6.82,10.73,0,6,-1,-1,-1,17,10,1.2,12.2,6.1,3.8,12.0,0,4,0,0,0,0,3,3,0
223,Sunderland,Tottenham,-1,0,-2,4,12,1.3,10.7,5.7,4.8,11.2,0,4,1,2,2,5,17,1.3,13.1,7.1,6.7,9.9,0,2,0,0,0,0,1,2,-1
224,Man United,Man City,1,2,-1,8,4,1.62,12.38,6.75,4.88,9.75,0,2,1,3,1,1,1,1.5,12.0,6.7,6.5,12.2,0,3,0,0,0,0,2,1,1
225,Liverpool,Wigan,1,1,2,5,4,1.36,12.45,7.0,4.55,11.09,0,2,1,0,1,14,14,1.4,12.8,7.6,4.4,12.5,0,6,-1,-1,1,1,1,1,0
226,Birmingham,Stoke,2,0,1,17,8,1.0,9.5,4.4,4.7,9.7,0,1,-1,-1,1,14,7,1.33,12.33,6.0,6.11,9.89,0,5,-1,-1,1,1,1,0,1
227,Blackburn,Newcastle,-1,-3,-2,13,6,1.5,10.1,5.3,4.5,12.5,0,4,0,2,0,11,12,1.7,10.3,5.7,4.4,14.0,0,5,1,1,-1,-1,0,0,0
228,Arsenal,Wolves,1,3,0,5,3,1.89,15.22,9.22,6.56,11.33,1,6,1,1,1,18,13,0.6,8.7,5.3,5.5,11.0,0,5,3,3,-3,-3,2,0,1
229,Blackpool,Aston Villa,-1,-3,-2,7,21,1.64,12.36,7.36,4.73,11.36,0,1,-2,-1,0,19,11,1.44,11.22,5.67,5.11,10.22,0,3,-1,-1,1,1,1,1,0
230,Chelsea,Man United,-1,-1,-1,8,2,1.5,15.0,8.0,6.6,11.6,0,3,1,3,1,4,4,1.67,12.22,6.67,4.78,10.33,0,4,2,2,-2,-2,2,1,1
231,Newcastle,Everton,-1,1,0,9,12,1.55,10.45,5.73,5.0,13.73,0,5,1,0,1,10,9,1.7,17.0,10.3,7.0,11.2,0,5,0,0,0,0,1,2,-1
232,West Ham,Stoke,0,0,0,17,10,1.36,12.73,6.55,4.27,12.09,0,6,-1,-1,-1,15,7,1.2,12.6,5.9,6.0,10.3,0,1,0,0,0,0,3,0,1
233,Man City,Wigan,0,1,-1,1,1,1.45,12.09,6.82,6.55,12.27,0,3,1,0,0,12,14,1.36,12.36,7.09,4.45,12.91,0,4,0,0,0,0,1,0,1
234,Arsenal,Sunderland,2,3,1,2,3,1.9,15.4,9.1,6.2,11.7,1,3,-3,-1,-3,9,12,1.27,11.18,6.09,4.55,11.45,0,5,0,0,0,0,0,0,0
235,Bolton,Aston Villa,0,0,-1,17,16,1.3,10.9,5.5,6.5,12.8,0,4,-1,-2,0,18,11,1.4,10.8,5.5,5.4,10.6,1,4,-2,-2,2,2,3,2,1
236,Birmingham,West Brom,2,2,2,16,8,1.0,9.55,4.36,4.55,10.18,0,2,-1,-3,0,20,21,1.25,15.33,7.75,6.58,10.83,0,4,0,0,0,0,1,3,-1
237,Fulham,Blackburn,2,1,0,15,5,1.1,12.2,7.2,4.5,10.4,0,2,-2,-2,0,12,6,1.36,9.55,4.82,4.27,12.36,0,3,0,0,0,0,3,2,1
238,Liverpool,Man United,2,0,0,6,4,1.33,12.5,6.83,4.83,11.08,0,2,-1,1,-1,5,4,1.6,12.2,6.7,4.5,10.7,1,4,0,0,0,0,3,1,1
239,Wolves,Tottenham,-1,-1,-1,20,13,0.55,8.09,4.82,5.55,10.82,0,3,3,3,3,4,17,1.36,12.91,6.91,6.36,10.09,0,5,2,2,-2,-2,3,3,0
240,Blackpool,Chelsea,-2,-2,0,8,21,1.58,12.5,7.17,4.67,11.5,0,3,1,0,1,5,2,1.55,15.18,8.27,6.91,11.55,0,4,0,0,0,0,1,3,-1
241,Everton,Birmingham,1,1,2,9,9,1.73,16.64,10.09,6.73,11.45,0,4,1,2,-1,16,8,1.0,9.5,4.33,4.75,10.0,0,4,1,1,-1,-1,1,1,0
242,West Ham,Man United,0,0,1,16,10,1.5,12.92,6.83,4.5,11.83,0,3,-1,-1,-2,7,4,1.55,12.18,6.73,4.45,10.82,1,5,-1,-1,1,1,2,4,-1
243,Arsenal,Blackburn,1,2,0,4,3,1.73,15.27,8.91,6.09,11.82,0,3,-2,-2,-1,13,6,1.42,9.75,5.17,4.5,12.75,0,4,0,0,0,0,0,0,0
244,Birmingham,Bolton,0,1,0,14,8,1.0,9.15,4.23,4.46,10.15,0,6,1,0,1,11,16,1.45,11.27,5.82,6.64,13.27,0,8,-1,-1,1,1,2,1,1
245,Everton,Aston Villa,2,2,0,7,9,1.67,16.67,10.17,6.92,11.17,0,5,-1,-3,-1,20,11,1.45,10.73,5.55,5.36,10.64,1,3,0,0,0,0,2,2,0
246,Newcastle,Wolves,-1,-1,-1,14,12,1.5,10.42,5.92,5.0,13.58,0,5,0,0,0,20,13,0.75,8.5,4.75,5.67,10.75,0,1,0,0,0,0,4,1,1
247,Stoke,Chelsea,-1,-3,-2,17,7,1.09,12.09,5.82,5.73,10.27,0,3,1,1,2,3,2,1.67,15.42,8.5,7.42,11.25,0,3,-1,-1,1,1,1,1,0
248,West Brom,Liverpool,0,-1,1,18,21,1.38,14.85,7.54,6.31,10.77,0,3,2,2,1,5,4,1.46,12.85,7.08,4.92,11.15,0,3,0,0,0,0,2,1,1
249,Wigan,Tottenham,0,0,-1,17,14,1.25,12.33,6.92,4.58,12.5,0,4,2,2,0,6,17,1.5,13.08,7.17,6.17,10.17,0,7,0,0,0,0,0,0,0
250,Man City,Sunderland,1,1,1,1,1,1.42,11.67,6.5,6.33,12.67,0,5,-2,-2,0,8,12,1.17,10.75,5.83,4.67,11.33,0,5,0,0,0,0,5,0,1
251,Fulham,Blackpool,2,2,1,12,5,1.27,12.45,7.55,4.91,10.55,0,4,-2,-2,-1,10,21,1.54,12.62,7.0,4.54,11.0,0,2,0,0,0,0,3,0,1
252,Blackburn,Birmingham,-1,-3,0,14,6,1.31,9.54,4.92,4.46,12.46,1,5,0,2,1,12,8,1.07,9.14,4.36,4.71,10.21,0,3,0,0,0,0,1,1,0
253,Bolton,West Ham,-1,0,-1,14,16,1.42,11.92,6.33,6.83,13.5,0,7,0,0,-1,18,10,1.54,12.38,6.46,4.15,11.69,0,1,1,1,-1,-1,3,0,1
254,Chelsea,Wigan,2,2,0,2,2,1.62,15.77,8.62,7.77,11.15,0,2,-1,0,0,15,14,1.15,12.46,6.77,4.85,12.38,0,2,1,1,-1,-1,1,0,1
255,Man United,Fulham,-1,-1,1,5,4,1.75,12.67,6.92,5.42,10.67,0,5,2,4,2,7,5,1.42,12.5,7.83,4.83,10.83,0,4,0,0,0,0,2,0,1
256,Sunderland,West Brom,-2,-4,-1,11,12,1.08,10.54,5.69,4.69,12.0,0,6,2,1,2,16,21,1.43,15.0,8.0,5.86,10.71,0,3,0,0,0,0,2,3,-1
257,Tottenham,Stoke,1,3,0,5,17,1.38,12.85,7.08,5.85,10.38,0,4,-2,-2,0,17,7,1.08,12.17,5.83,5.67,10.17,0,4,0,0,0,0,3,2,1
258,Wolves,Everton,-2,-2,-1,20,13,0.77,8.85,5.08,5.54,10.69,0,3,1,1,0,8,9,1.69,16.46,9.92,6.77,11.31,0,4,0,0,0,0,0,3,-1
259,Aston Villa,Newcastle,-1,-2,0,19,11,1.5,10.42,5.5,5.5,11.08,0,4,0,-1,1,13,12,1.69,10.92,6.46,5.0,14.0,0,7,0,0,0,0,1,0,1
260,Blackpool,Arsenal,-2,-4,-2,14,21,1.43,12.43,6.93,4.71,10.57,0,1,1,2,0,6,3,1.58,15.58,9.08,6.5,11.67,0,4,0,0,0,0,1,3,-1
261,Liverpool,Man City,0,2,-1,7,4,1.43,12.86,7.21,4.93,11.43,0,5,1,2,2,1,1,1.69,11.85,6.92,6.31,12.38,0,5,0,0,0,0,3,0,1
262,Arsenal,Man United,1,2,1,3,3,1.69,15.62,8.92,6.31,11.46,0,3,1,1,2,5,4,1.77,12.92,7.31,5.62,10.77,0,2,0,0,0,0,1,0,1
263,Birmingham,Wolves,1,1,0,10,8,1.07,8.93,4.4,4.53,10.2,0,3,-2,-2,-2,20,13,0.71,9.0,5.21,6.07,10.86,0,3,0,0,0,0,1,1,0
264,Liverpool,Newcastle,1,2,1,6,4,1.53,13.0,7.2,5.0,11.07,0,4,-1,-1,-1,13,12,1.57,10.57,6.29,4.79,13.71,0,7,-1,-1,1,1,3,0,1
265,Man City,West Ham,1,1,-1,2,1,1.57,11.93,6.71,6.0,11.71,0,2,-1,-2,-2,19,10,1.43,12.5,6.57,4.57,11.57,0,1,1,1,-1,-1,2,1,1
266,Tottenham,Blackpool,1,3,1,5,17,1.5,12.57,7.14,6.14,10.43,0,2,-3,-4,-3,14,21,1.4,12.4,6.87,4.8,10.73,0,3,0,0,0,0,1,1,0
267,West Ham,Blackburn,-3,-2,-3,19,10,1.4,12.13,6.4,4.6,11.33,0,1,-1,-2,0,15,6,1.29,9.93,4.93,4.71,12.29,1,4,0,0,0,0,1,1,0
268,Newcastle,Birmingham,-1,-2,-2,14,12,1.47,10.33,6.07,5.27,13.47,0,4,1,0,0,9,8,1.06,8.88,4.19,4.25,10.19,1,6,0,0,0,0,2,1,1
269,Everton,Man City,1,3,1,7,9,1.79,15.93,9.64,6.71,11.5,0,4,1,1,1,1,1,1.6,12.4,7.07,6.13,11.8,0,3,0,0,0,0,2,1,1
270,Bolton,Sunderland,1,1,1,12,16,1.54,12.77,6.77,6.69,12.92,0,3,-2,-4,-2,13,12,1.14,10.29,5.57,4.71,11.86,0,6,-1,-1,1,1,1,2,-1
271,Aston Villa,Wigan,0,0,1,19,11,1.46,10.62,5.62,5.77,10.85,0,4,-2,-1,-1,16,14,1.07,12.36,6.79,4.86,12.36,0,3,0,0,0,0,1,1,0
272,Man United,Chelsea,1,-1,-1,7,4,1.64,12.79,7.29,5.64,10.5,0,3,2,2,1,4,2,1.57,16.14,8.93,7.93,11.14,0,3,-3,-3,3,3,2,1,1
273,Stoke,Arsenal,-2,-2,-1,19,7,1.15,12.0,5.77,5.62,10.62,0,4,2,3,2,2,3,1.64,15.14,8.43,6.07,11.71,0,4,-1,-1,1,1,3,1,1
274,Wolves,West Brom,-2,-3,0,20,13,0.73,8.87,5.0,5.8,11.2,0,3,3,2,3,14,21,1.53,14.8,8.0,5.6,10.73,0,3,0,0,0,0,3,1,1
275,Fulham,Liverpool,1,2,-1,10,5,1.31,12.46,7.62,4.69,10.62,0,2,1,2,2,4,4,1.62,12.75,7.06,4.88,11.31,0,2,0,0,0,0,2,5,-1
276,Man City,Tottenham,-1,1,-1,1,1,1.56,12.38,7.06,6.12,12.0,0,5,1,2,0,6,17,1.47,13.07,7.4,6.2,10.07,0,4,-1,-1,1,1,1,0,1
277,Wolves,Tottenham,0,-1,1,0,13,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-1,0,6,0.0,0.0,0.0,0.0,0.0,0,0,2,2,-2,-2,0,2,-1
278,Sunderland,Chelsea,-1,-2,1,0,8,0.0,0.0,0.0,0.0,0.0,0,0,0,2,-1,0,5,0.0,0.0,0.0,0.0,0.0,0,0,-1,-1,1,1,1,2,-1
279,Stoke,Liverpool,0,-2,1,0,16,0.0,0.0,0.0,0.0,0.0,0,0,3,3,3,0,2,0.0,0.0,0.0,0.0,0.0,0,0,-1,-1,1,1,1,0,1
